Table,SPNWR_ID,SpeciesCode,OriginalTagID,Neophyte,DateOfActivity,Result,DP Stake,InSituStake1,CurvedCarapaceLength_NtoN,CurvedCarapaceWidth
SPNWR,14197,Dc,AAR242,,4/8/2007,In Situ,,171,150.2,109.2
SPNWR,16463,Dc,AAR242,,4/19/2009,Probable Lay,,170,,
SPNWR,16564,Dc,AAR242,,4/27/2009,In Situ,,174,155.3,108.2
SPNWR,16694,Dc,AAR242,,5/6/2009,In Situ,,183,154.5,109.5
SPNWR,16876,Dc,AAR242,,5/16/2009,In Situ,,182,155.6,106.1
SPNWR,12196,Dc,AAR243,,4/30/2001,In Situ,,91,,
SPNWR,12340,Dc,AAR243,,5/9/2001,Relocate,,165,154,109.5
SPNWR,12251,Dc,AAR243,,5/17/2001,Dry Run,,160,,
SPNWR,12526,Dc,AAR243,,5/18/2001,In Situ,,157,153.8,108.2
SPNWR,2575,Dc,AAR243,,4/6/2004,Dry Run,,181,,
SPNWR,2580,Dc,AAR243,,4/7/2004,In Situ,,173,154.4,109
SPNWR,2643,Dc,AAR243,,4/17/2004,In Situ,,175,153.8,109
SPNWR,2739,Dc,AAR243,,4/27/2004,In Situ,,157,156.3,110.2
SPNWR,2843,Dc,AAR243,,5/6/2004,Dry Run,,153,,
SPNWR,2866,Dc,AAR243,,5/10/2004,Relocate,,153,154,108.4
SPNWR,2952,Dc,AAR243,,5/19/2004,In Situ,,178,157.25,109
SPNWR,2791,Dc,AAR243,,5/29/2004,In Situ,,185,154,108.6
SPNWR,11850,Dc,AAR244,,4/9/2001,In Situ,,184,151.3,108.7
SPNWR,11864,Dc,AAR244,,4/20/2001,Relocate,,154,151.5,109.2
SPNWR,12222,Dc,AAR244,,5/2/2001,Relocate,,160,149.4,108.8
SPNWR,12015,Dc,AAR245,,4/16/2001,Relocate,,154,145.3,102.3
SPNWR,12136,Dc,AAR245,,4/26/2001,Relocate,,165,145.5,104.5
SPNWR,12299,Dc,AAR245,,5/5/2001,Relocate,,170,144.9,104.7
SPNWR,12443,Dc,AAR245,,5/14/2001,In Situ,,168,,
SPNWR,12460,Dc,AAR245,,5/15/2001,In Situ,,181,145.5,102.8
SPNWR,12707,Dc,AAR245,,5/25/2001,In Situ,,169,145.9,103.3
SPNWR,13414,Dc,AAR245,,5/7/2006,Relocate,,174,149.1,106.4
SPNWR,13023,Dc,AAR245,,5/20/2006,Relocate,,156,149,106.5
SPNWR,13564,Dc,AAR245,,6/3/2006,In Situ,,153,150.25,108.5
SPNWR,13639,Dc,AAR245,,6/14/2006,Relocate,,144,149.5,106.1
SPNWR,15411,Dc,AAR245,,4/20/2008,In Situ,,173,149.6,108.3
SPNWR,15632,Dc,AAR245,,5/19/2008,In Situ,,192,149.7,108.8
SPNWR,15886,Dc,AAR245,,6/18/2008,Probable Lay,,199,,
SPNWR,17796,Dc,AAR245,,4/29/2010,In Situ,,182,151.4,107.2
SPNWR,17856,Dc,AAR245,,5/8/2010,In Situ,,166,159.5,108.2
SPNWR,17911,Dc,AAR245,,5/16/2010,In Situ,,176,151.5,103.5
SPNWR,17960,Dc,AAR245,,5/25/2010,In Situ,,182,151.1,107.2
SPNWR,11977,Dc,AAR248,,4/12/2001,In Situ,,149,,
SPNWR,12106,Dc,AAR248,,4/23/2001,Relocate,,149,145.9,105.4
SPNWR,12231,Dc,AAR248,,5/3/2001,Dry Run,,171,,
SPNWR,13156,Dc,AAR248,,5/3/2001,Relocate,,164,,
SPNWR,12244,Dc,AAR248,,5/12/2001,Relocate,,150,145.4,105.5
SPNWR,12585,Dc,AAR248,,5/21/2001,Relocate,,168,,
SPNWR,12845,Dc,AAR248,,6/4/2001,Dry Run,,163,,
SPNWR,12848,Dc,AAR248,,6/4/2001,Relocate,,153,144.5,104.6
SPNWR,3300,Dc,AAR248,,4/2/2005,Relocate,,155,146.3,106
SPNWR,3381,Dc,AAR248,,4/13/2005,Dry Run,,149,,
SPNWR,3485,Dc,AAR248,,4/24/2005,In Situ,,172,147.5,107.2
SPNWR,3599,Dc,AAR248,,5/3/2005,Dry Run,,159,,
SPNWR,3610,Dc,AAR248,,5/4/2005,Probable Lay,,117,145.5,106.2
SPNWR,3840,Dc,AAR248,,5/27/2005,In Situ,,170,145,105
SPNWR,15425,Dc,AAR248,,4/22/2008,In Situ,,169,146.6,106.2
SPNWR,15426,Dc,AAR248,,4/23/2008,Track Only,,172,,
SPNWR,15517,Dc,AAR248,,5/4/2008,In Situ,,177,,
SPNWR,11821,Dc,AAR251,,6/23/2000,In Situ,,167,149,104.5
SPNWR,2127,Dc,AAR251,,6/2/2003,In Situ,,94,159.8,114
SPNWR,2754,Dc,AAR251,,4/29/2004,Relocate,,174,150.9,108.6
SPNWR,2875,Dc,AAR251,,5/10/2004,Relocate,,162,,
SPNWR,2937,Dc,AAR251,,5/18/2004,Relocate,,145,151.8,106.9
SPNWR,3020,Dc,AAR251,,5/28/2004,Dry Run,,149,,
SPNWR,3021,Dc,AAR251,,5/28/2004,Relocate,,159,152,107.5
SPNWR,2796,Dc,AAR251,,6/24/2004,Relocate,,163,153,106.5
SPNWR,3199,Dc,AAR251,,7/6/2004,Relocate,,174,152,107.1
SPNWR,13472,Dc,AAR251,,5/20/2006,Relocate,,148,152,107.5
SPNWR,13541,Dc,AAR251,,5/30/2006,Dry Run,,178,,
SPNWR,15648,Dc,AAR251,,5/21/2008,In Situ,,170,155.1,109.2
SPNWR,15796,Dc,AAR251,,5/30/2008,Dry Run,,151,,
SPNWR,15839,Dc,AAR251,,6/9/2008,In Situ,,170,,109
SPNWR,15890,Dc,AAR251,,6/19/2008,Dry Run,,145,,
SPNWR,15893,Dc,AAR251,,6/20/2008,Dry Run,,156,,
SPNWR,15904,Dc,AAR251,,7/1/2008,In Situ,,90,155,108.3
SPNWR,17884,Dc,AAR251,,5/13/2010,In Situ,,184,155.3,110.5
SPNWR,17947,Dc,AAR251,,5/24/2010,Probable Lay,,174,,
SPNWR,17992,Dc,AAR251,,6/2/2010,Relocate,,168,155,108.2
SPNWR,18085,Dc,AAR251,,6/13/2010,In Situ,,189,155.3,110
SPNWR,18131,Dc,AAR251,,6/23/2010,Dry Run,,189,,
SPNWR,18135,Dc,AAR251,,6/23/2010,Dry Run,,175,,
SPNWR,12029,Dc,AAR254,,4/17/2001,In Situ,,181,146.2,119
SPNWR,12128,Dc,AAR254,,4/25/2001,Relocate,,167,,
SPNWR,12271,Dc,AAR254,,5/4/2001,In Situ,,182,146,107
SPNWR,12415,Dc,AAR254,,5/13/2001,In Situ,,172,145,107
SPNWR,12586,Dc,AAR254,,5/21/2001,Relocate,,149,,
SPNWR,12794,Dc,AAR254,,5/29/2001,In Situ,,198,147,108
SPNWR,1172,Dc,AAR254,,4/11/2003,In Situ,,154,147.2,110
SPNWR,1269,Dc,AAR254,,4/20/2003,In Situ,,176,146.5,108.9
SPNWR,1431,Dc,AAR254,,4/29/2003,In Situ,,151,146.6,108.5
SPNWR,1611,Dc,AAR254,,5/8/2003,Track Only,,155,,
SPNWR,1630,Dc,AAR254,,5/9/2003,In Situ,,175,146.4,108.2
SPNWR,1400,Dc,AAR254,,5/18/2003,In Situ,,153,146.6,109.9
SPNWR,1978,Dc,AAR254,,5/26/2003,In Situ,,148,145.8,108.9
SPNWR,2151,Dc,AAR254,,6/4/2003,Relocate,,162,146.9,108.2
SPNWR,2392,Dc,AAR254,,6/23/2003,Dry Run,,165,,
SPNWR,2421,Dc,AAR254,,6/25/2003,In Situ,,123,,
SPNWR,13207,Dc,AAR254,,4/2/2006,In Situ,,164,149.3,110.5
SPNWR,13283,Dc,AAR254,,4/15/2006,In Situ,,177,148.3,109.2
SPNWR,13342,Dc,AAR254,,4/24/2006,Relocate,,158,147.4,109.5
SPNWR,13390,Dc,AAR254,,5/2/2006,Relocate,,162,148,110.2
SPNWR,13438,Dc,AAR254,,5/13/2006,Track Only,,168,,
SPNWR,13439,Dc,AAR254,,5/14/2006,Relocate,,164,148,112.8
SPNWR,13492,Dc,AAR254,,5/22/2006,Dry Run,,184,,
SPNWR,13497,Dc,AAR254,,5/23/2006,Relocate,,200,140.7,110
SPNWR,13551,Dc,AAR254,,6/1/2006,Relocate,,163,148,110.5
SPNWR,13027,Dc,AAR254,,6/9/2006,Dry Run,,167,,
SPNWR,13605,Dc,AAR254,,6/9/2006,Relocate,,162,149,110
SPNWR,11851,Dc,AAR255,,4/9/2001,In Situ,,112,145.9,105.7
SPNWR,12032,Dc,AAR255,,4/17/2001,Relocate,,165,143.4,106.2
SPNWR,12135,Dc,AAR255,,4/26/2001,Relocate,,145,144.7,105.8
SPNWR,12298,Dc,AAR255,,5/5/2001,In Situ,,192,144.5,105.9
SPNWR,12417,Dc,AAR255,,5/13/2001,In Situ,,157,145.3,106.1
SPNWR,12261,Dc,AAR255,,5/20/2001,Relocate,,147,,
SPNWR,12758,Dc,AAR255,,5/28/2001,In Situ,,166,,
SPNWR,3370,Dc,AAR255,,4/11/2005,In Situ,,157,148,108.7
SPNWR,14196,Dc,AAR255,,4/8/2007,In Situ,,175,149.6,109.2
SPNWR,14304,Dc,AAR255,,4/19/2007,In Situ,,180,149.7,108
SPNWR,14518,Dc,AAR255,,5/7/2007,In Situ,,186,150.1,106.6
SPNWR,14641,Dc,AAR255,,5/15/2007,Relocate,,161,149.7,108.2
SPNWR,14765,Dc,AAR255,,5/23/2007,In Situ,,191,149.8,108
SPNWR,16514,Dc,AAR255,,4/22/2009,In Situ,,184,150.6,107.7
SPNWR,16898,Dc,AAR255,,5/18/2009,Relocate,,162,150.2,108.2
SPNWR,17147,Dc,AAR255,,6/4/2009,Relocate,,175,150.2,108
SPNWR,17273,Dc,AAR255,,6/14/2009,In Situ,,200,150.5,109.9
SPNWR,11992,Dc,AAR256,,4/14/2001,In Situ,,114,148.8,106.9
SPNWR,11876,Dc,AAR256,,4/30/2001,Dry Run,,159,,
SPNWR,12211,Dc,AAR256,,5/1/2001,In Situ,,96,147.5,107
SPNWR,12353,Dc,AAR256,,5/9/2001,In Situ,,106,148.5,109.5
SPNWR,12511,Dc,AAR256,,5/17/2001,In Situ,,170,148,107.5
SPNWR,12697,Dc,AAR256,,5/25/2001,In Situ,,69,147.5,
SPNWR,12633,Dc,AAR256,,6/2/2001,Relocate,,79,148,106.8
SPNWR,1142,Dc,AAR256,,4/8/2003,Probable Lay,,98,149.2,109
SPNWR,1343,Dc,AAR256,,4/26/2003,Relocate,,158,149.4,109.5
SPNWR,1379,Dc,AAR256,,5/4/2003,In Situ,,171,148.9,107.2
SPNWR,1691,Dc,AAR256,,5/12/2003,In Situ,,96,148.8,108.5
SPNWR,1835,Dc,AAR256,,5/20/2003,In Situ,,121,148.4,106.5
SPNWR,2014,Dc,AAR256,,5/28/2003,Dry Run,,184,,
SPNWR,2044,Dc,AAR256,,5/30/2003,In Situ,,129,148,107
SPNWR,2188,Dc,AAR256,,6/6/2003,Probable Lay,,78,149.2,108
SPNWR,3294,Dc,AAR256,,4/1/2005,Relocate,,157,151.2,108
SPNWR,3355,Dc,AAR256,,4/9/2005,Relocate,,158,150.3,107.8
SPNWR,3514,Dc,AAR256,,4/27/2005,In Situ,,174,149.9,104
SPNWR,3263,Dc,AAR256,,5/5/2005,In Situ,,124,149.1,107
SPNWR,3808,Dc,AAR256,,5/22/2005,In Situ,,118,159,109.5
SPNWR,3709,Dc,AAR256,,6/1/2005,Relocate,,157,150.3,106.7
SPNWR,14194,Dc,AAR256,,4/8/2007,In Situ,,177,151.7,107.8
SPNWR,14396,Dc,AAR256,,4/28/2007,In Situ,,175,,
SPNWR,14510,Dc,AAR256,,5/7/2007,Relocate,,162,151.2,108.5
SPNWR,14640,Dc,AAR256,,5/15/2007,In Situ,,171,148,109.5
SPNWR,14767,Dc,AAR256,,5/24/2007,Dry Run,,157,,
SPNWR,14776,Dc,AAR256,,5/24/2007,In Situ,,179,151.5,113
SPNWR,14954,Dc,AAR256,,6/5/2007,In Situ,,185,151,110
SPNWR,15022,Dc,AAR256,,6/14/2007,In Situ,,185,149.9,107.4
SPNWR,15121,Dc,AAR256,,6/24/2007,Relocate,,160,149.3,108
SPNWR,16319,Dc,AAR256,,4/7/2009,In Situ,,159,152.4,112.4
SPNWR,16462,Dc,AAR256,,4/19/2009,Probable Lay,,178,,
SPNWR,16584,Dc,AAR256,,4/28/2009,In Situ,,172,151.9,107.9
SPNWR,16704,Dc,AAR256,,5/6/2009,In Situ,,178,151.4,109.9
SPNWR,16844,Dc,AAR256,,5/15/2009,Probable Lay,,163,154.6,106.2
SPNWR,16967,Dc,AAR256,,5/23/2009,In Situ,,186,152.6,110
SPNWR,17101,Dc,AAR256,,6/1/2009,In Situ,,173,151.1,109.3
SPNWR,17223,Dc,AAR256,,6/10/2009,Track Only,,173,,
SPNWR,17226,Dc,AAR256,,6/10/2009,In Situ,,175,152.1,109.9
SPNWR,11964,Dc,AAR257,,4/11/2001,Relocate,,169,,
SPNWR,12069,Dc,AAR257,,4/20/2001,In Situ,,195,137.2,
SPNWR,12180,Dc,AAR257,,4/29/2001,Dry Run,,119,139,103
SPNWR,12337,Dc,AAR257,,5/9/2001,In Situ,,202,,
SPNWR,12551,Dc,AAR257,,5/19/2001,In Situ,,186,138.2,102
SPNWR,12730,Dc,AAR257,,5/27/2001,In Situ,,179,,
SPNWR,11931,Dc,AAR258,,4/6/2001,Relocate,,102,150.4,112.5
SPNWR,12011,Dc,AAR258,,4/15/2001,In Situ,,202,149.4,
SPNWR,12105,Dc,AAR258,,4/23/2001,In Situ,,193,155.6,113.3
SPNWR,12208,Dc,AAR258,,5/1/2001,In Situ,,181,152,132
SPNWR,12807,Dc,AAR258,,5/31/2001,Relocate,,146,149.7,114
SPNWR,12879,Dc,AAR258,,6/8/2001,In Situ,,63,149.3,113.1
SPNWR,1119,Dc,AAR258,,4/6/2003,In Situ,,158,150.6,113.6
SPNWR,1199,Dc,AAR258,,4/13/2003,Relocate,,165,150.3,114.6
SPNWR,1288,Dc,AAR258,,4/21/2003,In Situ,,189,151.8,114.6
SPNWR,1423,Dc,AAR258,,4/29/2003,In Situ,,175,152.6,120.6
SPNWR,1554,Dc,AAR258,,5/6/2003,Track Only,,148,,
SPNWR,1567,Dc,AAR258,,5/7/2003,In Situ,,197,150.5,110.55
SPNWR,1396,Dc,AAR258,,5/16/2003,In Situ,,169,150,110
SPNWR,1747,Dc,AAR258,,5/16/2003,Dry Run,,161,,
SPNWR,1918,Dc,AAR258,,5/23/2003,In Situ,,193,154.4,122
SPNWR,2085,Dc,AAR258,,5/31/2003,Probable Lay,,155,,
SPNWR,3404,Dc,AAR258,,4/16/2005,In Situ,,100,151.3,112
SPNWR,3479,Dc,AAR258,,4/23/2005,In Situ,,107,152.2,112.9
SPNWR,11998,Dc,AAR260,,4/14/2001,In Situ,,175,,
SPNWR,12111,Dc,AAR260,,4/24/2001,In Situ,,193,137.7,109
SPNWR,12274,Dc,AAR260,,5/4/2001,In Situ,,183,138.5,109.3
SPNWR,12419,Dc,AAR260,,5/13/2001,In Situ,,180,137.8,110
SPNWR,12584,Dc,AAR260,,5/21/2001,In Situ,,171,138.2,110.6
SPNWR,12816,Dc,AAR260,,5/31/2001,Relocate,,155,137,109.2
SPNWR,12885,Dc,AAR260,,6/10/2001,Relocate,,,139,110
SPNWR,12928,Dc,AAR260,,6/20/2001,Relocate,,54,,
SPNWR,12991,Dc,AAR260,,7/1/2001,Relocate,,,139.5,115.5
SPNWR,12014,Dc,AAR261,,4/16/2001,Relocate,,,157.8,111.4
SPNWR,12119,Dc,AAR261,,4/25/2001,Relocate,,166,157.5,111.4
SPNWR,12275,Dc,AAR261,,5/4/2001,In Situ,,189,157.4,112.3
SPNWR,12425,Dc,AAR261,,5/13/2001,Relocate,,106,157.9,110
SPNWR,12590,Dc,AAR261,,5/22/2001,Relocate,,153,156.7,111.1
SPNWR,12844,Dc,AAR261,,6/4/2001,In Situ,,185,,
SPNWR,12901,Dc,AAR261,,6/14/2001,In Situ,,101,156.6,112.2
SPNWR,12942,Dc,AAR261,,6/23/2001,Dry Run,,143,,
SPNWR,12945,Dc,AAR261,,6/24/2001,In Situ,,110,157.4,111.3
SPNWR,12995,Dc,AAR261,,7/4/2001,In Situ,,178,158,110.2
SPNWR,13067,Dc,AAR261,,7/14/2001,In Situ,,177,,
SPNWR,1080,Dc,AAR261,,4/1/2003,Relocate,,151,159.5,115.5
SPNWR,1001,Dc,AAR261,,4/10/2003,Relocate,,,130,117
SPNWR,1009,Dc,AAR261,,4/19/2003,In Situ,,179,159.5,116.3
SPNWR,1405,Dc,AAR261,,4/28/2003,In Situ,,175,160,113.5
SPNWR,1570,Dc,AAR261,,5/7/2003,In Situ,,183,157,115
SPNWR,1395,Dc,AAR261,,5/16/2003,In Situ,,97,,
SPNWR,1843,Dc,AAR261,,5/24/2003,In Situ,,183,160,115
SPNWR,2102,Dc,AAR261,,6/1/2003,Dry Run,,174,,
SPNWR,2273,Dc,AAR261,,6/11/2003,Dry Run,,142,,
SPNWR,2281,Dc,AAR261,,6/11/2003,Relocate,,147,158.9,113.5
SPNWR,3422,Dc,AAR261,,4/18/2005,In Situ,,169,160.2,115.5
SPNWR,3527,Dc,AAR261,,4/27/2005,Probable Lay,,173,164.9,114.5
SPNWR,3634,Dc,AAR261,,5/7/2005,Relocate,,166,160,117
SPNWR,3766,Dc,AAR261,,5/16/2005,Dry Run,,148,,
SPNWR,3775,Dc,AAR261,,5/16/2005,In Situ,,174,160.16,117.5
SPNWR,3820,Dc,AAR261,,5/25/2005,Relocate,,158,159,116
SPNWR,3904,Dc,AAR261,,6/2/2005,Relocate,,166,159,116
SPNWR,4001,Dc,AAR261,,6/10/2005,Relocate,,157,163,117
SPNWR,4077,Dc,AAR261,,6/20/2005,Relocate,,157,161.7,116
SPNWR,14120,Dc,AAR261,,4/4/2007,In Situ,,151,163.5,115
SPNWR,14253,Dc,AAR261,,4/14/2007,In Situ,,175,162.7,115.5
SPNWR,14360,Dc,AAR261,,4/25/2007,Dry Run,,177,,
SPNWR,14389,Dc,AAR261,,4/27/2007,Relocate,,147,162.2,115.8
SPNWR,14499,Dc,AAR261,,5/6/2007,In Situ,,173,162.3,116
SPNWR,14771,Dc,AAR261,,5/24/2007,Relocate,,160,162.2,115.3
SPNWR,14971,Dc,AAR261,,6/7/2007,Relocate,,190,163,115
SPNWR,15064,Dc,AAR261,,6/18/2007,In Situ,,178,162.3,117
SPNWR,15133,Dc,AAR261,,6/27/2007,Relocate,,150,162.5,107.1
SPNWR,18068,Dc,AAR261,,4/6/2010,In Situ,,164,,
SPNWR,17731,Dc,AAR261,,4/16/2010,In Situ,,170,162.5,116.4
SPNWR,17783,Dc,AAR261,,4/26/2010,Dry Run,,153,,
SPNWR,17785,Dc,AAR261,,4/26/2010,In Situ,,178,163.5,120.4
SPNWR,17843,Dc,AAR261,,5/5/2010,In Situ,,171,162.3,117
SPNWR,17883,Dc,AAR261,,5/13/2010,Relocate,,152,162.4,116.7
SPNWR,17989,Dc,AAR261,,6/2/2010,In Situ,,169,163.1,117.4
SPNWR,18082,Dc,AAR261,,6/12/2010,Relocate,,190,161.5,116.7
SPNWR,32257,Dc,AAR261,,3/22/2012,Dry Run,147.9,147,,
SPNWR,32259,Dc,AAR261,,3/23/2012,Lay,,175,162.8,116.9
SPNWR,32441,Dc,AAR261,,4/2/2012,Lay,,166,163.5,117
SPNWR,32482,Dc,AAR261,,4/12/2012,Lay,,157,163.3,116.5
SPNWR,32519,Dc,AAR261,,4/21/2012,Lay,,171,163.5,117
SPNWR,32559,Dc,AAR261,,4/29/2012,Lay,,154,163.9,117.4
SPNWR,32588,Dc,AAR261,,5/8/2012,Dry Run,145,145,,
SPNWR,32623,Dc,AAR261,,5/9/2012,Lay,,102,163.2,116.5
SPNWR,32597,Dc,AAR261,,5/18/2012,Lay,,147,163.4,115.9
SPNWR,32670,Dc,AAR261,,5/26/2012,Lay,,173,162.9,116.4
SPNWR,11954,Dc,AAR264,,4/10/2001,Relocate,,162,147.2,110.3
SPNWR,12062,Dc,AAR264,,4/20/2001,In Situ,,194,147.5,112.2
SPNWR,12191,Dc,AAR264,,4/30/2001,Dry Run,,158,,
SPNWR,12200,Dc,AAR264,,5/1/2001,Relocate,,157,,
SPNWR,12393,Dc,AAR264,,5/11/2001,In Situ,,189,147.5,110
SPNWR,12560,Dc,AAR264,,5/20/2001,In Situ,,188,147.9,110.7
SPNWR,12796,Dc,AAR264,,5/29/2001,In Situ,,187,147,111.2
SPNWR,12955,Dc,AAR264,,6/26/2001,Dry Run,,157,,
SPNWR,12643,Dc,AAR264,,6/27/2001,In Situ,,185,147.6,109.6
SPNWR,1267,Dc,AAR264,,4/20/2003,Relocate,,168,152.5,113.7
SPNWR,1380,Dc,AAR264,,5/4/2003,In Situ,,179,150.3,112.8
SPNWR,1726,Dc,AAR264,,5/15/2003,In Situ,,175,149.5,111
SPNWR,1845,Dc,AAR264,,5/24/2003,Relocate,,167,149.2,113.8
SPNWR,2149,Dc,AAR264,,6/4/2003,Dry Run,,193,,
SPNWR,2160,Dc,AAR264,,6/4/2003,Relocate,,166,151.6,112.5
SPNWR,2299,Dc,AAR264,,6/14/2003,In Situ,,176,149.6,110
SPNWR,2388,Dc,AAR264,,6/22/2003,In Situ,,189,150.5,113.2
SPNWR,2466,Dc,AAR264,,7/2/2003,In Situ,,175,150,118.2
SPNWR,2494,Dc,AAR264,,7/11/2003,Dry Run,,171,,
SPNWR,2498,Dc,AAR264,,7/13/2003,In Situ,,193,151.1,112.2
SPNWR,3395,Dc,AAR264,,4/15/2005,Track Only,,150,,
SPNWR,3412,Dc,AAR264,,4/16/2005,Dry Run,,172,,
SPNWR,3418,Dc,AAR264,,4/17/2005,Relocate,,174,150.2,113.9
SPNWR,3519,Dc,AAR264,,4/27/2005,Dry Run,,172,,
SPNWR,3627,Dc,AAR264,,5/6/2005,Dry Run,,174,,
SPNWR,3642,Dc,AAR264,,5/7/2005,Relocate,,154,154.5,113
SPNWR,3696,Dc,AAR264,,5/17/2005,In Situ,,82,151.6,112.4
SPNWR,3846,Dc,AAR264,,5/27/2005,Relocate,,162,150,117
SPNWR,3936,Dc,AAR264,,6/5/2005,Dry Run,,174,,
SPNWR,3955,Dc,AAR264,,6/6/2005,Dry Run,,144,,
SPNWR,3715,Dc,AAR264,,6/7/2005,Relocate,,158,150.3,114
SPNWR,4046,Dc,AAR264,,6/16/2005,In Situ,,77,151,104
SPNWR,4127,Dc,AAR264,,6/27/2005,Dry Run,,175,,
SPNWR,4138,Dc,AAR264,,6/28/2005,Relocate,,163,150.3,113.5
SPNWR,15331,Dc,AAR264,,4/10/2008,Probable Lay,,163,153.1,116
SPNWR,15405,Dc,AAR264,,4/20/2008,In Situ,,188,153.4,115.5
SPNWR,15484,Dc,AAR264,,4/30/2008,In Situ,,169,153.3,115.3
SPNWR,15573,Dc,AAR264,,5/11/2008,In Situ,,168,153.1,117
SPNWR,15647,Dc,AAR264,,5/21/2008,In Situ,,194,153.5,115.7
SPNWR,15794,Dc,AAR264,,5/30/2008,Dry Run,,184,,
SPNWR,15802,Dc,AAR264,,5/31/2008,Dry Run,,84,,
SPNWR,15808,Dc,AAR264,,6/2/2008,In Situ,,186,153.4,115
SPNWR,15868,Dc,AAR264,,6/14/2008,Relocate,,150,152.9,115.3
SPNWR,15901,Dc,AAR264,,6/21/2008,In Situ,,186,153.1,115
SPNWR,17774,Dc,AAR264,,4/24/2010,In Situ,,174,154.5,116.8
SPNWR,17846,Dc,AAR264,,5/6/2010,Relocate,,166,154.2,116.2
SPNWR,17914,Dc,AAR264,,5/17/2010,In Situ,,175,153.5,118.5
SPNWR,17972,Dc,AAR264,,5/27/2010,In Situ,,173,153.8,116.4
SPNWR,18080,Dc,AAR264,,6/11/2010,In Situ,,185,153.9,116.2
SPNWR,18153,Dc,AAR264,,6/30/2010,Relocate,,162,153.6,116.6
SPNWR,18179,Dc,AAR264,,7/9/2010,Relocate,,159,152.4,116.4
SPNWR,32473,Dc,AAR264,,4/9/2012,Lay,,177,156,117.3
SPNWR,32525,Dc,AAR264,,4/22/2012,Lay,,174,155.2,117.3
SPNWR,32529,Dc,AAR264,,4/22/2012,Dry Run,,182,,
SPNWR,32568,Dc,AAR264,,5/1/2012,Lay,,156,155.4,117.1
SPNWR,11980,Dc,AAR266,,4/12/2001,Relocate,,183,153.8,113.6
SPNWR,12080,Dc,AAR266,,4/21/2001,Relocate,,155,154.1,112.4
SPNWR,13148,Dc,AAR266,,4/29/2001,Relocate,,151,153.8,114.1
SPNWR,12502,Dc,AAR266,,5/17/2001,In Situ,,161,153,111
SPNWR,12709,Dc,AAR266,,5/25/2001,Relocate,,147,153,113
SPNWR,12847,Dc,AAR266,,6/4/2001,In Situ,,181,153.3,113.4
SPNWR,1204,Dc,AAR266,,4/14/2003,In Situ,,155,155.5,112
SPNWR,1297,Dc,AAR266,,4/22/2003,Relocate,,163,155.4,117.2
SPNWR,1375,Dc,AAR266,,5/1/2003,In Situ,,198,153.1,113
SPNWR,1633,Dc,AAR266,,5/9/2003,Relocate,,144,,
SPNWR,1793,Dc,AAR266,,5/18/2003,Relocate,,147,155.9,117.1
SPNWR,1983,Dc,AAR266,,5/27/2003,Relocate,,145,150.6,110.7
SPNWR,1869,Dc,AAR266,,6/6/2003,Relocate,,145,155.3,114.5
SPNWR,13240,Dc,AAR266,,4/7/2006,In Situ,,168,156,118.4
SPNWR,13294,Dc,AAR266,,4/17/2006,Relocate,,166,156.2,114.8
SPNWR,13354,Dc,AAR266,,4/26/2006,Relocate,,166,156.2,116.2
SPNWR,13416,Dc,AAR266,,5/8/2006,Relocate,,156,156.4,115.7
SPNWR,13464,Dc,AAR266,,5/17/2006,Relocate,,158,,
SPNWR,13529,Dc,AAR266,,5/28/2006,Dry Run,,176,,
SPNWR,12003,Dc,AAR267,,4/15/2001,In Situ,,165,155.1,110.9
SPNWR,12124,Dc,AAR267,,4/25/2001,Relocate,,148,154.9,111.6
SPNWR,12277,Dc,AAR267,,5/4/2001,In Situ,,204,155.8,110.9
SPNWR,12424,Dc,AAR267,,5/13/2001,Relocate,,156,155.3,111.1
SPNWR,12591,Dc,AAR267,,5/22/2001,In Situ,,176,155.2,110.5
SPNWR,12799,Dc,AAR267,,5/30/2001,In Situ,,186,154.4,111.7
SPNWR,29011,Dc,AAR267,,4/6/2014,Lay,166.2,,157.5,112.4
SPNWR,18242,Dc,AAR267,,4/18/2014,Lay,,185,158.5,112.5
SPNWR,18321,Dc,AAR267,,4/29/2014,Lay,,193,157.8,112.5
SPNWR,18389,Dc,AAR267,,5/11/2014,Probable Lay,,91,157,112.6
SPNWR,18439,Dc,AAR267,,5/24/2014,Lay,,,156.5,111.9
SPNWR,18902,Dc,AAR267,,6/14/2014,Lay,,180,159.8,111.7
SPNWR,18938,Dc,AAR267,,6/24/2014,Lay,,,158.8,112.4
SPNWR,11857,Dc,AAR269,,4/13/2001,In Situ,,98,147,103.7
SPNWR,13152,Dc,AAR269,,5/1/2001,In Situ,,77,146,103.7
SPNWR,12563,Dc,AAR269,,5/20/2001,Relocate,,160,148,104.5
SPNWR,11759,Dc,AAR272,,6/7/2000,In Situ,,66,150.7,111.2
SPNWR,11762,Dc,AAR272,,6/7/2000,Dry Run,,66,,
SPNWR,11805,Dc,AAR272,,6/18/2000,In Situ,,174,151,112.5
SPNWR,11879,Dc,AAR272,,7/6/2000,Relocate,,150,151.8,110.3
SPNWR,11888,Dc,AAR272,,7/18/2000,Relocate,,155,150.9,110.2
SPNWR,1078,Dc,AAR272,,4/1/2003,In Situ,,168,148,112
SPNWR,1163,Dc,AAR272,,4/10/2003,In Situ,,177,152,113.5
